LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,VISUAL_CLASS
2,0563,0508,1,2,1,2,BA6,BG12,1,310
2,0563,0508,1,2,1,2,BA5,BG10,1,310
3,0563,0508,1,3,1,2,BA4,BG07,1,304
1,0564,0506,1,1,4,2,BA302,BS302,2,216
1,0564,4155,1,1,1,1,BA*,BS**,1,216
2,0564,0508,1,2,1,2,BA5,BG10,1,310
2,0564,0508,1,2,1,2,BA4,BG08,1,310
3,0564,0506,1,3,4,2,BA302,BG303,2,308
1,0601,0607,1,1,1,2,BA2,BS02,2,114
2,0602,0606,1,2,3,2,BAX06,BGX02,2,308
1,0604,0606,1,1,1,3,TP2,BS58,2,266
2,0604,0607,1,2,1,2,BA2,BG02,2,303
1,0605,0605,1,1,1,3,TP1,BS57,2,114
1,0605,0608,1,1,3,1,BA503,BS303,2,114
1,0606,0606,1,1,3,1,BAX02,BSX02,2,115
1,0606,0606,1,1,3,2,BAX04,BSX04,2,267
1,0606,0606,1,1,3,1,BA511,BS306,2,266
1,0606,0606,1,1,3,2,BA507,BS312,2,266
2,0608,0606,1,2,3,1,BAX05,BGX01,2,308
2,0662,0606,1,2,3,1,BAX05,BGX01,2,308
2,0662,0607,1,2,1,2,BA3,BG03,2,303
3,1011,1011,1,3,1,2,BA*,BG**,1,303
1,4155,4155,1,1,1,2,BA*,BS**,1,216
2,6019,6019,1,2,1,2,BA*,BG**,2,310
1,A330,4125,1,1,1,1,BA*,BS**,1,217
2,A330,4125,1,2,1,1,BA*,BG**,1,310
1,B330,1019,1,1,1,1,BA*,BS**,1,145
1,B340,1019,1,1,1,2,TP1,BS55,1,202
1,C310,4155,1,1,1,2,BA*,BS**,1,216
1,C310,4155,1,1,1,1,BA*,BS**,1,216
2,C330,4155,1,2,1,1,BA*,BG**,1,303
1,1001,1001,2,1,1,1,TP2,BS81,1,265
2,1001,1001,2,2,1,1,TP2,BG81,1,304
2,1004,1004,2,2,1,1,TP2,BG82,1,308
1,0113,0123,4,1,1,2,B306,BS06,1,211
1,0114,0116,4,1,1,2,B310,BS10,1,215
1,0115,0116,4,1,1,2,B310,BS10,1,215
1,0117,0122,4,1,1,2,B313,BS13,1,215
1,0118,0118,4,1,1,2,B311,BS11,1,217
2,0118,0160,4,2,1,2,B302,BG02,1,304
2,0118,0161,4,2,1,2,B319,BG19,1,302
1,0119,0114,4,1,1,2,B309,BS09,1,215
1,0119,0117,4,1,1,2,B304,BS04,1,215
1,0120,0120,4,1,1,2,B315,BS15,1,211
2,0121,0120,4,2,1,2,B316,BG16,1,302
1,0122,0117,4,1,1,2,B304,BS04,1,215
1,0123,0113,4,1,1,2,B317,BS17,1,211
1,0123,0123,4,1,1,2,B306,BS06,1,211
1,0124,0114,4,1,1,2,B309,BS09,1,215
2,0160,0119,4,2,1,2,B308,BG08,1,302
1,0161,0121,4,1,3,1,BA263,BS263,2,217
1,0161,0121,4,1,1,2,B314,BS14,1,261
1,0163,0163,4,1,1,2,B321,BS21,1,261
1,0213,0217,4,1,1,2,B309,BS09,1,215
2,0215,0224,4,2,1,2,B305,BG05,1,304
1,0216,0223,4,1,1,2,B308,BS08,1,215
2,0216,0264,4,2,1,2,B314,BG14,1,304
1,0218,0220,4,1,1,2,B304,BS04,1,217
1,0218,0263,4,1,1,2,B313,BS13,1,217
1,0220,0222,4,1,1,2,B303,BS03,1,217
1,0220,0263,4,1,1,2,B313,BS13,1,217
2,0224,0215,4,2,1,2,B307,BG07,1,304
1,0260,0260,4,1,1,2,B317,BS17,1,214
1,0262,0217,4,1,1,2,B309,BS09,1,215
1,0263,0263,4,1,1,2,B313,BS13,1,217
2,0263,0264,4,2,1,2,B314,BG14,1,304
1,0264,0265,4,1,1,2,B315,BS15,1,217
1,0265,0265,4,1,1,2,B315,BS15,1,217
1,0265,0267,4,1,1,2,B316,BS16,1,217
1,0266,0267,4,1,1,2,B316,BS16,1,217
2,0501,0505,4,2,1,2,BA*,BG*3,1,211
1,0502,0502,4,1,1,2,TP2,BS92,1,217
1,0502,0559,4,1,1,2,BA*,BS*4,1,215
2,0502,0502,4,2,1,2,TP2,BG91,1,255
1,0503,0505,4,1,1,2,BA*,BS*3,1,217
2,0503,0559,4,2,1,2,BA*,BG*4,1,205
1,0504,0504,4,1,1,2,TP1,BS92,1,265
2,0504,0505,4,2,1,2,BA*,BG*3,1,211
2,0505,0502,4,2,1,2,TP2,BG91,1,255
2,0505,0504,4,2,1,2,TP1,BG91,1,253
2,0505,0505,4,2,1,2,BA*,BG*6,1,254
2,0505,0507,4,2,1,1,BA*,BG*5,1,215
1,0507,0507,4,1,1,1,BA*,BS*1,1,265
2,0507,0507,4,2,1,1,BA*,BG*1,1,205
2,0507,0507,4,2,1,1,BA*,BG*5,1,215
3,0209,0202,10,3,2,2,B14,BG08,1,303
2,0507,0559,4,2,1,2,BA*,BG*4,1,205
2,0508,0502,4,2,1,2,TP2,BG91,1,255
2,0508,0507,4,2,1,1,BA*,BG*5,1,215
2,0509,0507,4,2,1,1,BA*,BG*5,1,215
1,0559,0504,4,1,1,2,TP1,BS92,1,265
2,0560,0507,4,2,1,1,BA*,BG*5,1,215
2,0560,0559,4,2,1,2,BA*,BG*4,1,205
2,0601,0604,4,2,1,1,BA*,BG*2,1,302
2,0604,0603,4,2,1,2,BA*,BG*4,1,302
3,0605,0662,4,3,1,2,BA*,BG*3,1,302
3,0607,0603,4,2,1,2,BA*,BG*4,1,302
3,0607,0662,4,3,1,2,BA*,BG*3,1,302
2,0660,0608,4,3,1,2,BA*,BG*1,1,302
2,0661,0604,4,2,1,1,BA*,BG*2,1,302
2,0663,0603,4,2,1,2,BA*,BG*4,1,302
2,0663,0608,4,3,1,2,BA*,BG*1,1,302
2,0666,0608,4,3,1,2,BA*,BG*1,1,302
2,0667,0604,4,2,1,1,BA*,BG*2,1,302
2,0667,0662,4,3,1,2,BA*,BG*3,1,302
1,1002,1002,4,1,1,2,TP1,BS91,1,261
1,1007,1007,4,1,1,1,BA*,BS**,1,267
2,1016,1016,4,2,1,2,TP1,BG91,1,255
2,1017,1017,4,2,1,1,BA*,BG**,2,308
2,1024,1024,4,2,1,2,TP1,BG91,2,304
1,1025,1025,4,1,1,2,TP1,BS92,1,265
2,6053,6053,4,2,1,2,TP1,BG91,1,211
1,6054,6054,4,1,1,1,BA*,BS**,1,215
1,7079,7079,4,1,1,1,TP1,BS92,1,114
2,A310,1036,4,2,1,2,TP1,BG70,1,205
2,A320,1036,4,2,1,2,TP1,BG70,1,205
1,A350,1036,4,1,1,2,TP1,BS70,1,213
1,A350,1036,4,1,1,1,BA*,BS**,1,217
2,A390,1036,4,2,1,1,BA*,BG**,1,211
1,A444,7613,4,1,1,1,BA*,BS**,1,266
1,A449,7613,4,1,1,2,BA*,BS**,1,267
1,A450,7613,4,1,1,1,BA*,BS**,1,266
1,A461,7613,4,1,1,2,BA*,BS**,1,267
1,A903,A903,4,1,1,2,B24,BS24,1,261
2,B310,1021,4,2,1,2,TP1,BG91,1,205
2,B310,1021,4,2,1,1,BA*,BG**,1,205
2,B330,1021,4,2,1,1,BA*,BG**,1,205
2,B901,1007,4,2,1,1,BA*,BG**,1,261
1,B902,1007,4,1,1,1,BA*,BS**,1,267
1,B903,1007,4,1,1,2,TP1,BS91,1,215
1,B959,1007,4,1,1,1,BA*,BS**,1,267
1,B960,1007,4,1,1,2,TP1,BS91,1,215
1,B961,1007,4,1,1,1,BA*,BS**,1,267
2,C310,1017,4,2,1,1,BA*,BG**,2,308
2,C340,1017,4,2,1,1,BA*,BG**,2,308
2,D350,1016,4,2,1,2,TP1,BG91,1,255
1,0114,0114,5,1,5,1,BA*,BS**,1,214
2,0114,0114,5,2,5,2,BA*,BG**,1,302
1,0116,0124,5,1,1,2,B3,BS03,1,204
1,0117,0113,5,1,6,2,BA*,BS**,1,214
1,0117,0114,5,1,5,2,BA*,BS**,1,204
1,0117,0121,5,1,1,2,B2,BS02,1,214
1,0118,0118,5,1,1,2,B4,BS04,1,204
1,0119,0114,5,1,5,2,BA*,BS**,1,204
1,0119,0117,5,1,1,2,B5,BS05,1,214
1,0120,0117,5,1,7,2,BA*,BS**,1,214
1,0120,0119,5,1,1,2,B1,BS01,1,214
1,0121,0113,5,1,6,2,BA*,BS**,1,214
1,0122,0119,5,1,1,2,B1,BS01,1,214
3,0215,0223,5,3,1,3,B7,BG01,1,303
1,0216,0224,5,1,1,3,B5,BS05,1,217
1,0219,0215,5,1,1,3,B1,BS01,1,267
1,0219,0219,5,1,1,3,B3,BS03,1,267
3,0222,0223,5,3,1,3,B7,BG01,1,303
1,0223,0223,5,1,4,2,BA1A,TS03,2,109
1,0223,0223,5,1,4,2,BA3,TS05,2,114
3,0224,0214,5,3,4,2,BA*,BG**,2,308
1,0803,0803,5,1,1,1,B4,BS04,1,108
1,0804,0804,5,1,1,2,B6,BS06,1,215
2,0804,0804,5,2,2,2,B13,BG07,1,303
1,0810,0810,5,1,1,2,B3,BS03,1,143
1,2042,2042,5,1,1,2,BA*,BS**,1,145
1,3011,3011,5,1,1,2,BA*,BS**,1,133
1,3058,3058,5,1,1,2,BA*,BS**,1,202
2,4019,4019,5,2,1,2,BA*,BG**,1,306
1,A320,3071,5,1,1,2,BA*,BS**,1,102
1,A350,3071,5,1,1,1,BA*,BS**,1,102
1,A430,4021,5,1,1,1,BA*,BS**,1,265
3,A430,4021,5,3,1,1,BA*,BG**,1,308
1,A601,A601,5,1,1,2,A1,BS01,1,101
1,A601,A607,5,1,1,2,TP2,BS56,1,101
1,A603,A603,5,1,3,1,A2,TS03,2,114
1,A605,A606,5,1,3,2,A3A,TS05,2,114
1,A608,A607,5,1,1,2,TP2,BS56,1,101
1,0201,0210,6,1,1,1,B10,BS10,1,214
2,0202,0202,6,2,1,2,B11,BG11,1,302
1,0204,0210,6,1,1,1,B10,BS10,1,214
1,0209,0202,6,1,1,2,B11,BS11,1,214
1,0211,0211,6,1,1,1,B7,BS07,1,214
1,0101,0107,1,1,5,1,BA501,BS301,2,145
2,0101,0109,1,2,5,2,BAX02,BGX01,1,308
1,0102,0102,1,1,5,1,BA509,BS312,2,114
1,0102,0108,1,1,1,2,B2,BS02,1,114
1,0102,0109,1,1,5,2,BAX02,BSX02,1,114
2,0102,0102,1,2,5,1,BAX03,BGX02,2,308
1,0103,0102,1,1,5,1,BA509,BS312,2,114
1,0103,0102,1,1,5,1,BA510,BS313,2,114
1,0105,0102,1,1,5,1,BA511,BS314,2,114
1,0105,0102,1,1,5,1,BA508,BS311,2,114
1,0108,0103,1,1,1,2,B5,BS05,1,114
1,0108,0108,1,1,1,2,B2,BS02,1,114
1,0109,0103,1,1,1,2,B5,BS05,1,114
2,0161,0109,1,2,5,2,BAX02,BGX01,1,308
1,0162,0102,1,1,5,1,BA508,BS311,2,114
1,0502,4155,1,1,1,2,BA*,BS**,1,216
2,0502,0508,1,2,1,2,BA6,BG12,1,310
2,0503,0504,1,2,4,2,BA304,BG310,2,306
2,0503,0506,1,2,4,2,BA303,BG306,2,306
2,0503,0508,1,2,1,2,BA5,BG10,1,310
2,0503,4155,1,2,1,2,BA*,BG**,1,303
3,0503,0503,1,3,4,1,BA307,BG317,2,308
1,0504,0504,1,1,4,2,BA304,BS304,2,216
2,0504,0508,1,2,1,2,BA6,BG12,1,310
2,0504,4155,1,2,1,2,BA*,BG**,1,303
3,0504,0504,1,3,4,2,BA305,BG311,2,308
1,0505,0506,1,1,4,2,BA301,BS301,2,216
1,0505,0508,1,1,1,2,BA6,BS06,1,214
2,0505,0502,1,2,1,1,TP1,BG56,1,310
2,0505,4155,1,2,1,1,BA*,BG**,1,303
1,0506,0506,1,1,4,2,BA302,BS302,2,216
1,0506,0508,1,1,1,2,BA4,BS04,1,214
2,0506,0504,1,2,4,2,BA304,BG310,2,306
2,0506,0506,1,2,4,2,BA301,BG302,2,306
2,0506,0506,1,2,1,1,BA3,BG06,1,310
2,0506,0508,1,2,1,2,BA4,BG08,1,310
3,0506,0506,1,3,1,1,BA3,BG05,1,304
3,0506,0508,1,3,1,2,BA4,BG07,1,304
2,0507,0506,1,2,1,1,BA1,BG02,1,310
3,0507,0506,1,3,4,2,BA301,BG301,2,308
3,0507,0508,1,3,1,2,BA4,BG07,1,304
2,0508,0504,1,2,4,2,BA306,BG314,2,306
2,0508,0504,1,2,4,2,BA304,BG310,2,306
2,0508,4155,1,2,1,1,BA*,BG**,1,303
3,0508,0506,1,3,1,1,BA1,BG01,1,304
1,0509,0506,1,1,1,1,BA2,BS02,1,214
2,0509,0504,1,2,4,2,BA306,BG314,2,306
3,0509,0506,1,3,4,2,BA303,BG305,2,308
1,0563,0502,1,1,1,1,TP1,BS55,1,214
1,0563,4155,1,1,1,2,BA*,BS**,1,216
1,0210,0207,10,1,1,3,A11,TS21,1,145
1,0212,0201,10,1,2,3,A18,TS37,1,214
3,0212,0202,10,3,2,2,B14,BG08,1,303
1,0260,0201,10,1,2,3,A17,TS33,1,145
1,0260,0201,10,1,2,3,A16,TS31,1,210
2,0260,0212,10,2,6,1,BA303,BS305,2,214
2,0102,0101,12,2,2,2,B9,BG03,1,303
1,0105,0161,12,1,1,2,B6,BS06,1,215
2,0105,0109,12,2,6,2,BAX02,BGX02,1,303
2,0107,0109,12,2,6,1,BAX01,BGX01,1,303
1,0108,0106,12,1,1,2,B2,BS02,1,215
2,0108,0109,12,2,6,2,BAX02,BGX02,1,303
2,0108,0161,12,2,2,2,B22,BG22,1,303
2,0109,0101,12,2,2,2,B9,BG03,1,303
1,0111,0106,12,1,1,2,B2,BS02,1,215
1,0112,0161,12,1,1,2,B6,BS06,1,215
1,0161,0106,12,1,1,2,B2,BS02,1,215
2,0161,0101,12,2,2,2,B9,BG03,1,303
1,0502,0506,12,1,3,2,BAX02,BSX02,2,202
1,0502,0565,12,1,3,1,BA501,BS304,2,202
1,0502,1030,12,1,1,1,BA*,BS**,1,202
3,0502,1030,12,3,1,2,TP1,BG55,1,308
1,0504,0563,12,1,1,2,TP3,BS57,1,202
1,0504,1030,12,1,1,2,TP1,BS55,1,202
2,0504,0503,12,2,3,1,BAX03,BGX01,2,304
2,0504,0504,12,2,3,1,BAX05,BGX03,2,304
1,0505,0506,12,1,3,2,BAX02,BSX02,2,202
1,0505,0508,12,1,3,2,BA303,BS303,2,202
1,0505,1030,12,1,1,1,BA*,BS**,1,202
2,0505,1030,12,2,1,1,BA**,BG**,1,309
3,0505,1030,12,3,1,2,TP1,BG55,1,308
1,0506,0563,12,1,1,2,TP3,BS57,1,202
2,0506,1030,12,2,1,2,TP1,BG56,1,309
3,0506,0503,12,3,1,1,TP1,BG55,1,304
3,0506,0504,12,3,3,1,BAX07,BGX05,2,303
3,0506,0506,12,3,3,2,BAX06,BGX04,2,303
3,0506,1030,12,3,1,1,BA*,BG**,1,308
1,0507,1030,12,1,1,2,TP1,BS55,1,202
2,0507,1030,12,2,1,2,TP1,BG56,1,309
3,0507,0503,12,3,3,1,BAX08,BGX06,2,303
3,0507,0506,12,3,3,2,BAX06,BGX04,2,303
3,0507,0563,12,3,1,2,TP3,BG59,1,303
1,0508,0503,12,1,3,1,BAX01,BSX01,2,202
2,0509,0503,12,2,3,1,BAX03,BGX01,2,304
2,0509,0506,12,2,3,2,BAX04,BGX02,2,304
1,0561,1030,12,1,1,1,BA*,BS**,1,202
3,0561,0503,12,3,3,1,BAX08,BGX06,2,303
3,0561,0504,12,3,3,1,BAX07,BGX05,2,303
3,0561,0563,12,3,1,2,TP3,BG59,1,303
1,0562,0503,12,1,3,1,BAX01,BSX01,2,202
1,0562,0506,12,1,3,2,BAX02,BSX02,2,202
2,0562,0506,12,2,3,2,BAX04,BGX02,2,304
3,0562,0503,12,3,3,1,BAX08,BGX06,2,303
3,0562,0506,12,3,3,2,BAX06,BGX04,2,303
3,0563,0563,12,3,1,2,TP3,BG59,1,303
3,0564,0563,12,3,1,2,TP3,BG59,1,303
2,0565,0563,12,2,1,2,TP3,BG60,1,308
3,0565,0503,12,3,1,1,TP1,BG55,1,304
1,0566,0563,12,1,1,2,TP3,BS57,1,202
3,0566,0563,12,3,1,2,TP3,BG59,1,303
3,0566,1030,12,3,1,1,BA*,BG**,1,308
3,1030,1030,12,3,1,2,TP1,BG55,1,308
1,1370,1370,12,1,1,2,TP1,BS55,1,214
2,3995,3995,12,2,1,1,BA*,BG**,1,309
1,3996,3996,12,1,1,2,TP1,BS55,1,202
1,3997,3997,12,1,1,2,TP1,BS55,1,204
2,3997,3997,12,2,1,1,BA*,BG**,1,309
1,4000,4000,12,1,1,1,BA*,BS**,1,214
1,4059,4059,12,1,1,2,BA*,BS**,1,202
1,4059,4059,12,1,1,1,BA*,BS**,1,202
1,4100,4100,12,1,1,1,BA*,BS**,1,204
1,4107,4107,12,1,1,2,TP1,BS55,1,204
1,4109,4109,12,1,1,2,BA*,BS**,1,202
3,4136,4136,12,3,1,2,TP1,BG55,1,337
3,9054,9054,12,3,1,2,TP1,BG55,1,337
3,9054,9054,12,3,1,1,BA*,BG**,1,337
1,A321,9054,12,1,1,2,TP1,BS55,1,202
2,A330,9054,12,2,1,2,TP1,BG56,1,310
3,A330,9054,12,3,1,1,BA*,BG**,1,337
3,A350,9054,12,3,1,2,TP1,BG55,1,337
3,A350,9054,12,3,1,1,BA*,BG**,1,337
2,A352,9054,12,2,1,1,BA*,BG**,1,310
3,B310,3997,12,3,1,1,BA*,BG**,1,308
3,B320,3997,12,3,1,1,BA*,BG**,1,308
1,B321,3997,12,1,1,2,TP1,BS55,1,204
2,B321,3997,12,2,1,2,TP1,BG56,1,309
3,B321,3997,12,3,1,1,BA*,BG**,1,308
3,B330,3997,12,3,1,1,BA*,BG**,1,308
3,B350,3997,12,3,1,2,TP1,BG55,1,308
1,B351,3997,12,1,1,1,BA*,BS**,1,204
2,B352,3997,12,2,1,2,TP1,BG56,1,309
2,C320,4154,12,2,1,2,TP1,BG55,2,310
1,C321,4154,12,1,1,2,TP1,BS55,2,204
2,C321,4154,12,2,1,2,TP1,BG55,2,310
1,0212,0211,6,1,1,1,B7,BS07,1,214
1,0501,0508,6,1,3,1,BA080*,BS080*,3,255
2,0501,0505,6,2,1,2,BA4,BG02,1,304
2,0501,0560,6,2,1,1,BA8,BG02,1,304
1,0502,0505,6,1,1,2,BA4,BS02,1,255
1,0502,0505,6,1,1,2,BA3,BS01,1,214
1,0502,0561,6,1,1,2,TP3,BS93,1,214
2,0502,0501,6,2,1,1,BA2,BG02,1,302
2,0502,0508,6,2,3,1,BA080*,BG080*,3,304
2,0502,0560,6,2,1,1,BA8,BG02,1,304
2,0502,0564,6,2,1,2,BA10,BG02,1,304
1,0503,0505,6,1,1,2,BA3,BS01,1,214
1,0504,0501,6,1,1,1,BA1,BS01,1,214
2,0504,0501,6,2,1,1,BA2,BG02,1,302
2,0504,0509,6,2,1,2,BA6,BG02,1,302
2,0504,0561,6,2,1,2,TP3,BG92,1,304
1,0505,0504,6,1,3,2,BA040*,BS040*,3,215
1,0505,0507,6,1,1,2,TP2,BS93,1,214
1,0505,0508,6,1,3,1,BA080*,BS080*,3,255
1,0505,0560,6,1,1,1,BA8,BS02,1,215
2,0505,0508,6,2,3,1,BA080*,BG080*,3,304
2,0505,0568,6,2,1,1,BA12,BG02,1,304
1,0506,0501,6,1,1,1,BA2,BS02,1,214
1,0506,0508,6,1,3,1,BA080*,BS080*,3,255
1,0506,0561,6,1,1,2,TP3,BS93,1,214
1,0506,0566,6,1,1,2,TP4,BS92,1,214
2,0506,0501,6,2,1,1,BA2,BG02,1,302
2,0506,0502,6,2,1,2,TP1,BG92,1,302
2,0506,0505,6,2,1,2,BA3,BG01,1,304
1,0507,0505,6,1,1,2,BA3,BS01,1,214
2,0507,0502,6,2,3,1,BA020*,BG020*,4,304
2,0507,0502,6,2,1,2,TP1,BG92,1,302
1,0508,0501,6,1,1,1,BA2,BS02,1,214
1,0508,0504,6,1,3,2,BA040*,BS040*,3,215
1,0508,0507,6,1,1,2,TP2,BS93,1,214
1,0508,0560,6,1,1,1,BA8,BS02,1,215
2,0508,0501,6,2,1,1,BA1,BG01,1,302
2,0508,0502,6,2,3,1,BA020*,BG020*,4,304
2,0508,0566,6,2,1,2,TP4,BG91,1,304
1,0509,0504,6,1,3,2,BA040*,BS040*,3,215
1,0509,0505,6,1,1,2,BA3,BS01,1,214
1,0509,0509,6,1,1,2,BA6,BS02,1,214
2,0509,0502,6,2,3,1,BA020*,BG020*,4,304
2,0509,0508,6,2,3,1,BA080*,BG080*,3,304
2,0509,0566,6,2,1,2,TP4,BG91,1,304
2,0509,0568,6,2,1,1,BA11,BG01,1,304
1,0560,0502,6,1,1,2,TP1,BS93,1,204
1,0560,0505,6,1,1,2,BA4,BS02,1,255
1,0560,0509,6,1,1,2,BA5,BS01,1,216
2,0560,0504,6,2,3,2,BA040*,BG040*,3,304
2,0560,0505,6,2,1,2,BA4,BG02,1,304
2,0560,0561,6,2,1,2,TP3,BG92,1,304
1,0561,0502,6,1,3,1,BA020*,BS020*,4,215
1,0561,0507,6,1,1,2,TP2,BS93,1,214
2,0561,0501,6,2,1,1,BA2,BG02,1,302
2,0561,0504,6,2,3,2,BA040*,BG040*,3,304
2,0561,0564,6,2,1,2,BA9,BG01,1,304
1,0562,0564,6,1,1,2,BA9,BS01,1,214
2,0562,0504,6,2,3,2,BA040*,BG040*,3,304
2,0562,0505,6,2,1,2,BA4,BG02,1,304
2,0562,0505,6,2,1,2,BA3,BG01,1,304
2,0562,0509,6,2,1,2,BA6,BG02,1,302
2,0562,0561,6,2,1,2,TP3,BG92,1,304
2,0563,0501,6,2,1,1,BA2,BG02,1,302
2,0563,0501,6,2,1,1,BA1,BG01,1,302
2,0563,0504,6,2,3,2,BA040*,BG040*,3,304
2,0563,0560,6,2,1,1,BA8,BG02,1,304
1,0564,0564,6,1,1,2,BA9,BS01,1,214
2,0564,0501,6,2,1,1,BA2,BG02,1,302
2,0564,0501,6,2,1,1,BA1,BG01,1,302
2,0564,0564,6,2,1,2,BA10,BG02,1,304
2,0565,0507,6,2,1,2,TP2,BG92,1,302
2,0565,0508,6,2,3,1,BA080*,BG080*,3,304
2,0565,0560,6,2,1,1,BA8,BG02,1,304
2,0565,0561,6,2,1,2,TP3,BG92,1,304
2,0565,0564,6,2,1,2,BA10,BG02,1,304
1,0566,0502,6,1,1,2,TP1,BS93,1,204
1,0566,0502,6,1,3,1,BA020*,BS020*,4,215
1,0566,0508,6,1,3,1,BA080*,BS080*,3,255
2,0566,0501,6,2,1,1,BA1,BG01,1,302
2,0566,0505,6,2,1,2,BA4,BG02,1,304
2,0566,0505,6,2,1,2,BA3,BG01,1,304
2,0566,0507,6,2,1,2,TP2,BG92,1,302
2,0567,0501,6,2,1,1,BA2,BG02,1,302
2,0567,0502,6,2,3,1,BA020*,BG020*,4,304
2,0567,0505,6,2,1,2,BA4,BG02,1,304
2,0567,0566,6,2,1,2,TP4,BG91,1,304
2,0568,0507,6,2,1,2,TP2,BG92,1,302
2,0568,0568,6,2,1,1,BA12,BG02,1,304
1,0569,0505,6,1,1,2,BA4,BS02,1,255
1,0569,0507,6,1,1,2,TP2,BS93,1,214
1,0569,0560,6,1,1,1,BA8,BS02,1,215
2,0569,0507,6,2,1,2,TP2,BG92,1,302
2,0569,0509,6,2,1,2,BA5,BG01,1,304
2,0569,0560,6,2,1,1,BA8,BG02,1,304
2,0569,0568,6,2,1,1,BA11,BG01,1,304
1,0570,0509,6,1,1,2,BA6,BS02,1,214
2,0570,0502,6,2,1,2,TP1,BG92,1,302
2,0570,0504,6,2,3,2,BA040*,BG040*,3,304
2,0570,0566,6,2,1,2,TP4,BG91,1,304
1,0571,0501,6,1,1,1,BA1,BS01,1,214
2,0571,0502,6,2,3,1,BA020*,BG020*,4,304
2,0571,0502,6,2,1,2,TP1,BG92,1,302
2,0571,0505,6,2,1,2,BA4,BG02,1,304
1,0602,0660,6,1,3,1,BA261,BS261,8,205
1,0604,0660,6,1,3,1,BA261,BS261,8,205
1,0604,3005,6,1,1,2,BA*,BS**,1,265
1,0606,0659,6,1,3,1,BA262,BS262,4,211
1,0607,0606,6,1,3,2,BAX01,BSX01,6,215
1,0607,0661,6,1,3,1,BA263,BS263,7,265
1,0607,3005,6,1,1,1,BA*,BS**,1,265
1,0608,0662,6,1,3,2,BAX02,BSX02,5,253
1,0663,0663,6,1,3,1,BA266,BS266,10,215
1,0664,0660,6,1,3,1,BA261,BS261,8,205
1,0812,0811,6,1,3,1,BA664,BS664,2,204
2,1253,1253,6,2,1,1,BA*,BG**,1,304
1,2002,2002,6,1,1,2,TP1,BS92,1,267
1,2038,2038,6,1,1,2,TP1,BS92,1,216
2,2038,2038,6,2,1,1,BA*,BG**,1,308
2,2040,2040,6,2,1,2,TP1,BG91,1,308
1,2053,2053,6,1,1,1,BA*,BS**,1,111
1,3017,3017,6,1,1,2,BA*,BS**,1,261
1,3017,3017,6,1,1,1,BA*,BS**,1,215
2,3019,3019,6,2,1,2,BA*,BG**,1,307
2,3024,3024,6,2,1,2,BA*,BG**,1,308
2,3024,3024,6,2,1,1,BA*,BG**,1,308
1,3030,3030,6,1,1,1,BA*,BS**,1,267
1,6044,6044,6,1,1,1,BA*,BS**,1,145
1,7452,7452,6,1,1,1,BA*,BS**,1,114
1,7493,7493,6,1,1,1,BA*,BS**,1,215
1,8150,8150,6,1,1,2,TP1,BS92,1,214
1,8153,8153,6,1,1,2,TP1,BS94,1,114
2,8535,8535,6,2,1,2,TP1,BG92,1,307
1,9107,9107,6,1,1,2,BA*,BS**,1,265
1,A310,1253,6,1,1,2,TP1,BS92,1,265
2,A321,1253,6,2,1,2,TP1,BG91,1,304
2,A340,1253,6,2,1,2,TP1,BG91,1,304
1,A353,1253,6,1,1,1,BA*,BS**,1,267
2,A353,1253,6,2,1,1,BA*,BG**,1,304
1,A361,1253,6,1,1,2,TP1,BS92,1,265
2,A362,1253,6,2,1,1,BA*,BG**,1,304
1,A363,1253,6,1,1,1,BA*,BS**,1,267
2,A412,3021,6,2,1,2,BA*,BG**,1,307
1,A421,3021,6,1,1,1,BA*,BS**,1,215
2,A421,3021,6,2,1,2,BA*,BG**,1,307
1,A430,3021,6,1,1,2,BA*,BS**,1,215
1,A805,A806,6,1,1,1,B6,BS06,1,204
1,A806,A806,6,1,3,2,BA263,BS263,1,204
2,A806,A806,6,2,1,1,B10,BG10,1,304
1,B410,7455,6,1,1,2,BA6,BS06,1,117
1,B410,7455,6,1,1,1,BA1,BS01,1,117
1,B420,7455,6,1,1,1,BA1,BS01,1,117
2,B430,7455,6,2,1,2,BA6,BG06,1,308
2,B442,7455,6,2,1,1,BA*,BG**,1,308
2,B443,7455,6,2,1,1,BA*,BG**,1,308
1,B451,7455,6,1,1,2,BA6,BS06,1,117
1,B452,7455,6,1,1,2,BA6,BS06,1,117
2,B453,7455,6,2,1,1,BA*,BG**,1,308
2,0214,0222,8,2,5,1,BAX05,BGX05,4,308
1,0215,0222,8,1,5,1,BA266,BS266,4,114
2,0215,0221,8,2,5,1,BAX04,BGX04,1,302
2,0215,0224,8,2,1,2,B11,BG11,1,304
1,0217,0221,8,1,5,1,BA264,BS264,1,114
1,0220,0220,8,1,1,3,A12,TS23,1,101
1,0221,0217,8,1,1,2,B4,BS04,1,114
2,0221,0221,8,2,1,2,B12,BG12,1,304
1,0222,0222,8,1,5,1,BA266,BS266,4,114
1,0224,0259,8,1,1,3,A18,TS35,1,113
2,0224,0221,8,2,1,2,B12,BG12,1,304
1,0259,0259,8,1,1,3,A17,TS33,1,113
1,0502,0508,8,1,1,2,BA*,BS*1,1,216
